Symbol,TaskName,FoundTime,KLineTime,KLineEndTime,volatility,stdDev,returnCount,lastPrice,Description
bal,volatility,2025-05-15T12:08:30+08:00,2025-04-16T10:45:00+08:00,2025-04-16T10:59:59+08:00,0.96700000,96.00000000,0.01994604,31.66335060,"bal在1d窗口内波动率为31.66%; 基于96个K线计算，标准差为0.019946"
band,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.81400000,96.00000000,0.00400641,6.35997561,"band在1d窗口内波动率为6.36%; 基于96个K线计算，标准差为0.004006"
banana,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,17.86000000,96.00000000,0.00473645,7.51887343,"banana在1d窗口内波动率为7.52%; 基于96个K线计算，标准差为0.004736"
bat,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.13530000,96.00000000,0.00266948,4.23766361,"bat在1d窗口内波动率为4.24%; 基于96个K线计算，标准差为0.002669"
bar,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,1.65100000,96.00000000,0.00318748,5.05997384,"bar在1d窗口内波动率为5.06%; 基于96个K线计算，标准差为0.003187"
bch,volatility,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,335.40000000,96.00000000,0.00251980,4.00005188,"bch在1d窗口内波动率为4.00%; 基于96个K线计算，标准差为0.002520"
beamx,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.00655000,96.00000000,0.00440699,6.99587879,"beamx在1d窗口内波动率为7.00%; 基于96个K线计算，标准差为0.004407"
bel,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.77480000,96.00000000,0.00653803,10.37880462,"bel在1d窗口内波动率为10.38%; 基于96个K线计算，标准差为0.006538"
bico,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.14190000,96.00000000,0.00522395,8.29276016,"bico在1d窗口内波动率为8.29%; 基于96个K线计算，标准差为0.005224"
bnb,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,608.51000000,96.00000000,0.00197317,3.13230543,"bnb在1d窗口内波动率为3.13%; 基于96个K线计算，标准差为0.001973"
bome,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,0.00309600,96.00000000,0.01848832,29.34930378,"bome在1d窗口内波动率为29.35%; 基于96个K线计算，标准差为0.018488"
bonk,volatility,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,0.00001222,96.00000000,0.00448097,7.11331699,"bonk在1d窗口内波动率为7.11%; 基于96个K线计算，标准差为0.004481"
broccoli714,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.02757000,96.00000000,0.01656556,26.29701879,"broccoli714在1d窗口内波动率为26.30%; 基于96个K线计算，标准差为0.016566"
bsw,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.03420000,96.00000000,0.05743268,91.17155802,"bsw在1d窗口内波动率为91.17%; 基于96个K线计算，标准差为0.057433"
cake,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,1.80200000,96.00000000,0.00429573,6.81925713,"cake在1d窗口内波动率为6.82%; 基于96个K线计算，标准差为0.004296"
bttc,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.00000068,96.00000000,0.01178883,18.71419290,"bttc在1d窗口内波动率为18.71%; 基于96个K线计算，标准差为0.011789"
cati,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.08510000,96.00000000,0.00660501,10.48513043,"cati在1d窗口内波动率为10.49%; 基于96个K线计算，标准差为0.006605"
celr,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.01143000,96.00000000,0.00557906,8.85648679,"celr在1d窗口内波动率为8.86%; 基于96个K线计算，标准差为0.005579"
celo,volatility,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,0.30020000,96.00000000,0.00339137,5.38362940,"celo在1d窗口内波动率为5.38%; 基于96个K线计算，标准差为0.003391"
cfx,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,0.10160000,96.00000000,0.00517883,8.22114234,"cfx在1d窗口内波动率为8.22%; 基于96个K线计算，标准差为0.005179"
chess,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.05090000,96.00000000,0.00901373,14.30885289,"chess在1d窗口内波动率为14.31%; 基于96个K线计算，标准差为0.009014"
chr,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.08190000,96.00000000,0.00583628,9.26481440,"chr在1d窗口内波动率为9.26%; 基于96个K线计算，标准差为0.005836"
city,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,1.00300000,96.00000000,0.00284549,4.51707376,"city在1d窗口内波动率为4.52%; 基于96个K线计算，标准差为0.002845"
chz,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.03821000,96.00000000,0.00378417,6.00717813,"chz在1d窗口内波动率为6.01%; 基于96个K线计算，标准差为0.003784"
comp,volatility,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,39.63000000,96.00000000,0.00226381,3.59368420,"comp在1d窗口内波动率为3.59%; 基于96个K线计算，标准差为0.002264"
cow,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.30910000,96.00000000,0.00543276,8.62423396,"cow在1d窗口内波动率为8.62%; 基于96个K线计算，标准差为0.005433"
cos,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.00325700,96.00000000,0.00298214,4.73399797,"cos在1d窗口内波动率为4.73%; 基于96个K线计算，标准差为0.002982"
coti,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.07221000,96.00000000,0.00682057,10.82731763,"coti在1d窗口内波动率为10.83%; 基于96个K线计算，标准差为0.006821"
crv,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.60740000,96.00000000,0.00983843,15.61803095,"crv在1d窗口内波动率为15.62%; 基于96个K线计算，标准差为0.009838"
ctsi,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.05350000,96.00000000,0.00612831,9.72839761,"ctsi在1d窗口内波动率为9.73%; 基于96个K线计算，标准差为0.006128"
ctk,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.36100000,96.00000000,0.00348593,5.53374421,"ctk在1d窗口内波动率为5.53%; 基于96个K线计算，标准差为0.003486"
cvc,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.10800000,96.00000000,0.00373976,5.93668448,"cvc在1d窗口内波动率为5.94%; 基于96个K线计算，标准差为0.003740"
cvx,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,2.62600000,96.00000000,0.01002415,15.91284952,"cvx在1d窗口内波动率为15.91%; 基于96个K线计算，标准差为0.010024"
dash,volatility,2025-05-15T12:08:30+08:00,2025-04-20T21:30:00+08:00,2025-04-20T21:44:59+08:00,21.21000000,96.00000000,0.00195274,3.09988491,"dash在1d窗口内波动率为3.10%; 基于96个K线计算，标准差为0.001953"
d,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.03839000,96.00000000,0.00687467,10.91319404,"d在1d窗口内波动率为10.91%; 基于96个K线计算，标准差为0.006875"
dego,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,1.87200000,96.00000000,0.00482081,7.65279868,"dego在1d窗口内波动率为7.65%; 基于96个K线计算，标准差为0.004821"
data,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.01715000,96.00000000,0.00357524,5.67552421,"data在1d窗口内波动率为5.68%; 基于96个K线计算，标准差为0.003575"
dexe,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,13.47500000,96.00000000,0.00878405,13.94424318,"dexe在1d窗口内波动率为13.94%; 基于96个K线计算，标准差为0.008784"
dent,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.00091800,96.00000000,0.00532270,8.44951749,"dent在1d窗口内波动率为8.45%; 基于96个K线计算，标准差为0.005323"
df,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.05752000,96.00000000,0.00431023,6.84227347,"df在1d窗口内波动率为6.84%; 基于96个K线计算，标准差为0.004310"
dia,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.40660000,96.00000000,0.00404345,6.41878297,"dia在1d窗口内波动率为6.42%; 基于96个K线计算，标准差为0.004043"
dogs,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.00022610,96.00000000,0.00809871,12.85630989,"dogs在1d窗口内波动率为12.86%; 基于96个K线计算，标准差为0.008099"
dydx,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.68350000,96.00000000,0.00582763,9.25107150,"dydx在1d窗口内波动率为9.25%; 基于96个K线计算，标准差为0.005828"
doge,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.16205000,96.00000000,0.00342449,5.43620474,"doge在1d窗口内波动率为5.44%; 基于96个K线计算，标准差为0.003424"
dusk,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,0.10570000,96.00000000,0.00622168,9.87660532,"dusk在1d窗口内波动率为9.88%; 基于96个K线计算，标准差为0.006222"
dym,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,0.46300000,96.00000000,0.00992616,15.75729346,"dym在1d窗口内波动率为15.76%; 基于96个K线计算，标准差为0.009926"
ena,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.40630000,96.00000000,0.00661934,10.50787885,"ena在1d窗口内波动率为10.51%; 基于96个K线计算，标准差为0.006619"
enj,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.11160000,96.00000000,0.03448934,54.75013111,"enj在1d窗口内波动率为54.75%; 基于96个K线计算，标准差为0.034489"
egld,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,20.57000000,96.00000000,0.00814949,12.93691094,"egld在1d窗口内波动率为12.94%; 基于96个K线计算，标准差为0.008149"
eigen,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.97200000,96.00000000,0.00538280,8.54493429,"eigen在1d窗口内波动率为8.54%; 基于96个K线计算，标准差为0.005383"
eos,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.61240000,96.00000000,0.00532002,8.44526392,"eos在1d窗口内波动率为8.45%; 基于96个K线计算，标准差为0.005320"
ens,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,17.49000000,96.00000000,0.00568687,9.02763381,"ens在1d窗口内波动率为9.03%; 基于96个K线计算，标准差为0.005687"
epic,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,1.42000000,96.00000000,0.00553264,8.78279379,"epic在1d窗口内波动率为8.78%; 基于96个K线计算，标准差为0.005533"
eth,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,1776.52000000,96.00000000,0.00311628,4.94694377,"eth在1d窗口内波动率为4.95%; 基于96个K线计算，标准差为0.003116"
etc,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,19.77000000,96.00000000,0.00331982,5.27005792,"etc在1d窗口内波动率为5.27%; 基于96个K线计算，标准差为0.003320"
fet,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.60100000,96.00000000,0.00716752,11.37807832,"fet在1d窗口内波动率为11.38%; 基于96个K线计算，标准差为0.007168"
ethfi,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.60300000,96.00000000,0.00848875,13.47546506,"ethfi在1d窗口内波动率为13.48%; 基于96个K线计算，标准差为0.008489"
farm,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,29.88000000,96.00000000,0.00360242,5.71866547,"farm在1d窗口内波动率为5.72%; 基于96个K线计算，标准差为0.003602"
fida,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,0.10000000,96.00000000,0.00882937,14.01618316,"fida在1d窗口内波动率为14.02%; 基于96个K线计算，标准差为0.008829"
fio,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.01301000,96.00000000,0.00702252,11.14790401,"fio在1d窗口内波动率为11.15%; 基于96个K线计算，标准差为0.007023"
fis,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.12490000,96.00000000,0.00630372,10.00683872,"fis在1d窗口内波动率为10.01%; 基于96个K线计算，标准差为0.006304"
flm,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.03160000,96.00000000,0.04919820,78.09972226,"flm在1d窗口内波动率为78.10%; 基于96个K线计算，标准差为0.049198"
floki,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.00005431,96.00000000,0.00575296,9.13254655,"floki在1d窗口内波动率为9.13%; 基于96个K线计算，标准差为0.005753"
fun,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.00547800,96.00000000,0.00743878,11.80869799,"fun在1d窗口内波动率为11.81%; 基于96个K线计算，标准差为0.007439"
form,volatility,2025-05-15T12:08:30+08:00,2025-05-14T16:30:00+08:00,2025-05-14T16:44:59+08:00,2.74280000,96.00000000,0.00657805,10.44232599,"form在1d窗口内波动率为10.44%; 基于96个K线计算，标准差为0.006578"
forth,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,2.45900000,96.00000000,0.00819560,13.01011595,"forth在1d窗口内波动率为13.01%; 基于96个K线计算，标准差为0.008196"
fxs,volatility,2025-05-15T12:08:30+08:00,2025-05-15T10:30:00+08:00,2025-05-15T10:44:59+08:00,3.19500000,96.00000000,0.00851577,13.51836004,"fxs在1d窗口内波动率为13.52%; 基于96个K线计算，标准差为0.008516"
gala,volatility,2025-05-15T12:08:30+08:00,2025-04-25T14:30:00+08:00,2025-04-25T14:44:59+08:00,0.01775000,96.00000000,0.00596420,9.46786873,"gala在1d窗口内波动率为9.47%; 基于96个K线计算，标准差为0.005964"
g,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.01434000,96.00000000,0.00274582,4.35885419,"g在1d窗口内波动率为4.36%; 基于96个K线计算，标准差为0.002746"
gas,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,3.53800000,96.00000000,0.00669189,10.62304584,"gas在1d窗口内波动率为10.62%; 基于96个K线计算，标准差为0.006692"
ghst,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.38800000,96.00000000,0.00609796,9.68021614,"ghst在1d窗口内波动率为9.68%; 基于96个K线计算，标准差为0.006098"
glm,volatility,2025-05-15T12:08:30+08:00,2025-04-21T15:15:00+08:00,2025-04-21T15:29:59+08:00,0.26550000,96.00000000,0.00340978,5.41286483,"glm在1d窗口内波动率为5.41%; 基于96个K线计算，标准差为0.003410"
glmr,volatility,2025-05-15T12:08:30+08:00,2025-04-17T17:45:00+08:00,2025-04-17T17:59:59+08:00,0.06420000,96.00000000,0.00501321,7.95821836,"glmr在1d窗口内波动率为7.96%; 基于96个K线计算，标准差为0.005013"
